address,name,type,comment
0x003fcf3e,cold_start_protection_crank_period_counter,word,crank-period countdown for phase toggle
0x003fcf7c,protection_throttle_output_timeout_count,word,countdown clearing throttle output bit0
0x003fcf7e,protection_load_derate_output_timeout_count,word,countdown clearing load-derate output bits 0+1
0x003fcf80,protection_engine_protection_output_timeout_count,word,countdown clearing engine-protection output bits 0+2
0x003fcf9a,sensor_validation_warmup_accumulator,word,sensor validation warmup count-up
0x003fcfa2,sensor_validation_prev_snapshot,word,prev sensor validation value for stability detect
0x003fcfaa,governor_datavalid_load_min,word,running min load during governor data validation
0x003fcfac,governor_datavalid_load_max,word,running max load during governor data validation
0x003fcfaf,governor_datavalid_wait_count,word,governor data-validation dwell count
0x003fee4c,governor_datavalid_load_overload_flag,byte,load exceeds cal limit during validation
0x003fee4d,governor_datavalid_range_pass_flag,byte,load range passed validation
0x003fcfb8,j1939_fuel_demand_timing_fault_count,word,injection timing quality fault debounce
0x003fcfc0,j1939_fuel_demand_crank_period_prev,dword,prev crank-period total for tick delta
0x003fcfc4,j1939_fuel_demand_injection_timing_prev,word,prev injection timing for period delta
0x003fdd76,j1939_fuel_demand_tick_at_target_rpm_b,dword,secondary at-target-RPM tick accumulator
0x003fee58,j1939_fuel_demand_tick_total_b,dword,secondary total fuel-demand tick accumulator
0x003fcfca,j1939_msg_slot_u_payload_toggle,byte,slot-U EEPROM payload buffer toggle
0x003fcfd4,governor_mode_transition_period_counter,byte,periodic re-check counter (governor mode transition)
0x003fcfda,j1939_msg_slot_m_switch_bits_prev,byte,prev slot-M switch input bits (edge detect)
0x003fcfe6,rom_crc_segment_index,word,ROM CRC current segment index
0x003fcfe8,rom_crc_segment_count,word,ROM CRC segment count per phase
0x003fcfea,rom_crc_result_index,byte,ROM CRC result slot index (0/1)
0x003fcfeb,rom_crc_iteration_count,word,ROM CRC iteration cycle counter
0x003fcff0,cruise_ramp_rate_b_computed,word,computed cruise ramp rate B (normal path)
0x003fcff4,cruise_ramp_rate_d_computed,word,computed cruise ramp rate D (normal path)
0x003fd912,cruise_ramp_zone_b_fuel_demand_threshold,word,ROM cruise ramp zone B fuel-demand threshold
0x003fd916,cruise_ramp_zone_d_fuel_demand_threshold,word,ROM cruise ramp zone D fuel-demand threshold
0x003fd000,cruise_ramp_target_prev,word,previous cruise ramp target speed
0x003fd006,cruise_setpoint_interp_prev,word,prev interpolated cruise speed setpoint
0x003fd008,cruise_fuel_demand_ema,word,EMA fuel demand for cruise governor setpoint
0x003fd036,fuel_demand_speed_error_prev,word,prev fuel_demand_speed_error (edge detect)
0x003fd051,cruise_ramp_rate_control_called_flag,word,ramp-rate-control-ran-this-cycle flag
0x003fd055,cruise_rate_correction_trigger_flag,word,cruise speed rate-correction trigger
0x003fd930,fuel_temp_correction_scale_factor,word,ROM scale for engine temp protection input
0x003fd05a,fuel_trim_override_latch_flag,word,fuel trim speed-override one-shot latch
0x003fd05c,fuel_flow_rpm_divisor_prev,word,prev fuel_flow_rpm_divisor (no-change detect)
0x003fd07c,fuel_demand_computed_snapshot,word,fuel_demand_computed snapshot for injection ratio
0x003fd084,injection_timing_pressure_snapshot,word,injection timing pressure snapshot (cam ref a)
0x003fd086,injection_timing_aux_offset_snapshot,word,injection timing aux offset snapshot (cam ref b)
0x003fd0ba,tpu_protection_enable_flag,byte,TPU protection enable / restart gate
0x003fd0bb,tpu_init_restart_pending_flag,byte,TPU one-shot restart token
0x003fd176,protection_group21_qualifying_event_count,word,group21 qualifying event count
0x003fd17a,protection_group21_qualifying_epoch_count,byte,group21 qualifying epoch count (max 4)
0x003fea9c,diagnostic_status_flags_ring_snapshot,word,fault-ring shadow of diagnostic_status_flags_working
